busi,label,x,y,name,categories,rating,review_count
Vay9xHwcvu7VRZOddBgn-A,19,-0.576220857,3.583204066,The Coffee Cup,"['Diners', 'Coffee & Tea', 'Restaurants', 'Food']",4.5,412
DbEszO3wk1xVmN3pCPob2g,19,-0.29861305,2.67648542,Jamms Restaurant,"['American (Traditional)', 'American (New)', 'Restaurants', 'Breakfast & Brunch']",4.5,776
3ZHyw0d8mk0HOEP7v4fW1A,16,-2.05598758,-18.15024651,Krung Thai Restaurant,"['Restaurants', 'Thai']",4,155
pyqnGlIfP9Zw8LLxBjyAiA,8,-17.76279643,7.636846356,Nobu Restaurant,"['Sushi Bars', 'Restaurants', 'Japanese']",4,647
h_g5HV6Fw2rinZ3xqFwygw,6,7.683221383,-16.67010685,Seasons Buffet,"['Buffets', 'Restaurants']",3.5,255
UFcCwCkp9K5D8c03Pwi7sA,8,-20.48309412,2.846156586,Sin City Sushi,"['Restaurants', 'Sushi Bars', 'Japanese']",4,106
DYAorbxOyubUB_wtQRCdug,9,-2.236069648,6.667963873,MadHouse Coffee,"['American (New)', 'Restaurants', 'Food', 'Coffee & Tea', 'Sandwiches', 'Bakeries']",4,703
nUpKKVwG2WctMOXux19vew,1,15.13617306,3.93047229,Buffalo Wild Wings,"['Bars', 'Sports Bars', 'Restaurants', 'American (Traditional)', 'Chicken Wings', 'Nightlife']",3,177
38-sjGYYVcQEKrZe5Nu47A,2,15.18224312,3.088458716,Johnny Mac's Restaurant & Bar,"['Nightlife', 'Restaurants', 'Sports Bars', 'Italian', 'Pizza', 'Bars']",4,252
XTtNTWH_Nqv27RC7OtS7dQ,3,6.202239978,-6.697188607,Jardin,"['Restaurants', 'American (Traditional)']",3.5,145
99kGGQoig4YaRi-52VtqMA,18,8.734981268,1.742441581,Tropical Smoothie Cafe,"['Food', 'Juice Bars & Smoothies', 'Sandwiches', 'Restaurants']",2,110
GC5wcui5uejRZTi8OCNPkQ,5,-14.45927313,-7.396303306,Mi Casa Grill Cantina,"['Mexican', 'Restaurants']",3,185
xo1FxmxwWAXIVZ1MO222dg,1,13.83212991,3.679548518,Rounders,"['Bars', 'Sports Bars', 'Pubs', 'American (Traditional)', 'Restaurants', 'Nightlife']",4,133
VbEK6-etnKKaPamrG2jWjQ,13,-1.391238403,-3.931428178,Haute Doggery,"['Hot Dogs', 'American (Traditional)', 'Restaurants']",3,209
lGy7jJ9oVZUJNkmZj7ewgA,19,3.251218078,4.271582742,Planet Dailies,"['Diners', 'Breakfast & Brunch', 'American (New)', 'Restaurants', 'American (Traditional)']",3,588
54WM5coZonA0izd2y04p_A,11,16.9597254,-0.19142171,Famous Dave's Barbeque,"['Barbeque', 'Restaurants', 'Sandwiches']",3.5,168
_j2EtQtgLuXGRBfbM5YwZA,7,-9.345515257,-12.29099587,Noodle Asia,"['Restaurants', 'Chinese', 'Noodles']",3.5,851
82YGtjc5KKikNiqBZ33qzw,7,-15.12342789,8.267082663,Kyara Japanese Tapas,"['Tapas Bars', 'Food', 'Japanese', 'Desserts', 'Restaurants']",4,388
6PqYwabO2g1r2ZB7eImOiw,4,3.945352563,-11.81718406,Olive Garden Italian Restaurant,"['Bars', 'Italian', 'Nightlife', 'Salad', 'Restaurants', 'Wine Bars']",3.5,137
GU7ww3eoGTcXAze8VJtC7g,7,-8.895623562,-14.00636549,Fin,"['Chinese', 'Restaurants', 'Nightlife', 'Food', 'Bars', 'Wine Bars', 'Beer', 'Wine & Spirits']",3,119
0QSnurP5Ibor2zepJmEIlw,17,-19.40944291,-6.671654389,Tacos La Mexicana,"['Mexican', 'Restaurants', 'Food Delivery Services', 'Food']",4,115
Jy6ru0Hz-9Yc5v006-YmUQ,9,-4.444633381,9.424426058,Fruits and Roots,"['Juice Bars & Smoothies', 'Specialty Food', 'Food', 'Organic Stores', 'Gluten-Free', 'Restaurants', 'Vegan']",4.5,157
0XEqyl_lVaJNHRKxNcjJZg,19,-1.676499486,3.581794149,Coffee Pub,"['Sandwiches', 'Breakfast & Brunch', 'Restaurants', 'Food', 'Coffee & Tea']",4.5,310
Kb_FHcPVmZpF4FlKla3TPQ,1,15.10961431,3.945236381,Hooters Eastern,"['American (Traditional)', 'Restaurants', 'Bars', 'Nightlife', 'Sports Bars', 'Chicken Wings']",3,105
hAKz92Nyvyh05qIE6wpWHg,18,8.724813726,1.734615619,Tropical Smoothie Cafe,"['Restaurants', 'Sandwiches', 'Juice Bars & Smoothies', 'Food']",2.5,117
qqs7LP4TXAoOrSlaKRfz3A,3,-3.86271752,4.594512096,DW Bistro,"['Caribbean', 'Restaurants', 'Cocktail Bars', 'American (New)', 'Bars', 'American (Traditional)', 'Nightlife']",4.5,930
iBPSrhDr7IlfMywxCIp-wA,9,-16.15933878,-2.726232739,Cafe Rio,"['Restaurants', 'Mexican']",2,116
Bs_AR85Lm4eiHXAfeaKnVA,1,9.495591678,8.777988278,Bertolucci Brazilian Steakhouse,"['Brazilian', 'Restaurants', 'Steakhouses', 'Salad']",3,186
qNYLt8zizn--wEpT1KILfw,19,-2.050595189,2.108077421,Egg Works,"['Breakfast & Brunch', 'Restaurants', 'Bars', 'Nightlife', 'Cafes', 'American (Traditional)']",4.5,627
r8hF3kwnZzxTo1IYNcI6rg,5,-15.51264371,-8.587931275,El Sombrero Mexican Bistro,"['Mexican', 'Bars', 'Nightlife', 'Restaurants']",4,298
xw6G0T2VQZAtta6RcZoAOQ,5,-16.71854691,-2.831094188,Cafe Rio,"['Restaurants', 'Mexican']",3,226
bjllusUsLq9zE4yZnLpOzg,9,2.08171189,19.13651716,Shawarma Plus,"['Greek', 'Lebanese', 'Mediterranean', 'Vegetarian', 'Vegan', 'Restaurants', 'Middle Eastern']",4,409
SuugmVDsQ8YhfdOJYSuSmw,3,9.383685798,13.63632188,Outback Steakhouse,"['Restaurants', 'Steakhouses']",3.5,139
IqCvkoDvvImXuzGrpeiDMA,5,-11.76969536,-3.179877582,Border Grill,"['Restaurants', 'Mexican', 'Seafood']",4,395
NLEe-RzDSU-5BN6xp_WWCw,9,11.36163448,4.780053778,M&M Soul Food Cafe,"['American (Traditional)', 'Restaurants', 'Soul Food', 'Southern']",4,561
axnI-1l2a_kydvL12-toIQ,3,-2.664179944,16.09069617,Kings Fish House,"['Restaurants', 'Seafood']",4,146
xinvYQjpFtFY_jTZPZ5uUw,18,16.89656671,-4.669236053,Mr. Sandwich,"['Food', 'Juice Bars & Smoothies', 'Sandwiches', 'Restaurants', 'Vietnamese']",3.5,118
JijwZPUuFqQqUekNR--dfw,3,6.954774612,12.76273651,Silverado Steakhouse,"['Restaurants', 'Steakhouses']",3.5,118
vl1aHp6pvnSmpoRQShWLjg,11,16.77622241,0.141840987,Lucille's Smokehouse Bar-B-Que,"['Southern', 'Barbeque', 'American (Traditional)', 'Smokehouse', 'Restaurants', 'Food']",3.5,428
CoyeXg8FBsS_d20QzNIy-A,9,-2.223794506,6.331882139,Makers & Finders Coffee,"['Breakfast & Brunch', 'Coffee & Tea', 'Latin American', 'Cafes', 'Restaurants', 'Food']",4.5,466
C9ImzBi5fn742ZcAYDww2A,19,0.528661866,2.433233416,Rise & Shine - A Steak & Egg Place,"['Breakfast & Brunch', 'Steakhouses', 'American (Traditional)', 'Grocery', 'Food', 'Restaurants']",4,983
buTa1akbH0pO_P10v99_eA,11,-2.942655113,-10.97973247,Honey Pig,"['Restaurants', 'Korean']",3.5,427
rbH0HuTcBvZBbiAnqufRqQ,17,-18.58710675,-6.701212984,Abuela's Tacos,"['Restaurants', 'Mexican']",4.5,194
L_ZLtfHvfzfoNVQ0-okTXg,3,5.544176517,11.21979011,SW Steakhouse,"['Steakhouses', 'Restaurants']",4,883
SYGbbZlLk81_bOlBptbS7A,9,3.850699656,19.03371398,Kyklos Greek Cafe,"['Mediterranean', 'Restaurants', 'Vegetarian', 'Greek']",4.5,160
56Ll9rqG2WxXj4X2pmlkHQ,9,10.82827107,-5.975358804,Sweet Tomatoes,"['Buffets', 'Salad', 'Vegetarian', 'Soup', 'Restaurants']",3.5,196
065c76tt1dXBNmoGBymUgQ,13,-1.416964739,-3.912495176,Cheffini's Hot Dogs,"['Coffee & Tea', 'Beer', 'Wine & Spirits', 'Hot Dogs', 'Restaurants', 'Food']",4,111
Ffhe2cmRyloz3CCdRGvHtA,14,8.129512525,-1.946665466,Earl of Sandwich,"['Event Planning & Services', 'Food', 'Caterers', 'Sandwiches', 'Restaurants', 'Food Delivery Services']",4,204
i53HvxUdQEMllZ1XmpjjyA,2,17.20701006,-10.85340572,Sicily's Pizza,"['Italian', 'Pizza', 'Restaurants', 'Chicken Wings']",2,221
YYzHvjD16a8Vn6AeaWBKJg,8,-8.736834314,-3.230248729,Tail and Fin Sushi Burrito and Poke,"['Asian Fusion', 'Restaurants', 'Food', 'Sushi Bars', 'Poke', 'Japanese']",4.5,176
AMsfjpim5WohOzQJOtLyQg,14,8.214031196,-4.459758149,Jason's Deli,"['Delis', 'Salad', 'Restaurants', 'Sandwiches']",3.5,125
I4Nr-MVc26qWr08-S3Q1ow,14,8.410646743,-4.083889176,Greenberg's Deli,"['Pizza', 'Delis', 'Sandwiches', 'Restaurants']",4,245
UiUZfYqkfv61VXoe2s2ylw,3,5.537545427,13.88829378,Larsen's Grill - Galleria Mall,"['Nightlife', 'Restaurants', 'American (Traditional)', 'Steakhouses', 'Bars', 'Lounges']",4,122
RycZOiohghoI0Ssg2Qqgqw,9,0.454440063,7.35726167,JJ's Boulangerie,"['Bakeries', 'Restaurants', 'Food', 'Breakfast & Brunch']",3,161
r05kbKriZ3Z56Nre1WQIDg,10,19.41859649,-4.683364704,Le Pho Vietnamese Kitchen,"['Restaurants', 'Food', 'Vietnamese', 'Asian Fusion', 'Bars', 'Nightlife']",4,136
g6l78EOVGYzMmnTSGj8TcA,1,-6.359241705,7.840424549,Due & Proper,"['Restaurants', 'American (New)', 'Nightlife', 'Bars']",3.5,114
7sPNbCx7vGAaH7SbNPZ6oA,12,14.29082197,11.7586168,Bachi Burger,"['Beer', 'Wine & Spirits', 'Burgers', 'Restaurants', 'Asian Fusion', 'Bars', 'Nightlife', 'Food']",4,2735
fXSOxjL7FP_sVew1gXnOIw,2,18.98798674,-13.31188223,Sirrico's Pizza,"['Restaurants', 'Pizza']",3.5,213
41Kbugm-qmIQTt7unkALYQ,3,6.453569268,13.01203667,Top of Binion's Steakhouse,"['Steakhouses', 'Restaurants', 'Bars', 'Wine Bars', 'Seafood', 'Nightlife']",4,234
xk-fOf_M39kDTgzfVgu0Tw,14,6.468852223,2.071253192,Rachel's Kitchen,"['Breakfast & Brunch', 'American (New)', 'Restaurants', 'Diners', 'Juice Bars & Smoothies', 'Sandwiches', 'Food']",4,242
5iSlHNIy3RLbCP5AayB31g,1,-6.527016164,9.478010393,Ruby Tuesday,"['Bars', 'Restaurants', 'Burgers', 'Nightlife', 'American (Traditional)']",3.5,121
qi6uzJEhA9puZM2io46-_A,7,-6.375471934,-13.591416,P.F. Chang's,"['Chinese', 'Asian Fusion', 'Gluten-Free', 'Restaurants']",3,215
UE3owaCu9En1RD7jTR041Q,2,17.94464643,-12.64315194,Enzo's,"['Pizza', 'Restaurants']",3.5,124
LYWbyu1EQM2o5hwHG5_Ldg,3,-0.115025714,12.95499451,RM Seafood,"['Sushi Bars', 'Seafood', 'Restaurants']",3.5,784
zjvnqTjBp56NhMp1GrlO5g,1,-5.812799559,8.344441361,Mingo Kitchen & Lounge,"['Nightlife', 'Lounges', 'Bars', 'Restaurants', 'Mexican', 'Comfort Food', 'Asian Fusion']",4,169
SEjyjYlMfFFzkHaru6JadA,5,-14.56400064,-8.019524121,Ricardo's Mexican Restaurant,"['Mexican', 'Restaurants']",3.5,316
avkOIpslBUFZMQhELpl3JQ,7,-8.466145356,-5.952416505,Genghis Grill,"['Restaurants', 'Mongolian']",3.5,308
S-egzF2c7bRpCUNbZqV8dg,12,11.63923351,14.4543945,Truffles N Bacon Cafe,"['Cafes', 'Restaurants']",4,313
OFw59czUoeeosFMKfRawmg,1,-8.606320453,7.376487017,Gordon Biersch Brewery Restaurant,"['Bars', 'Breweries', 'American (New)', 'Restaurants', 'Food', 'Nightlife']",3.5,300
G-5kEa6E6PD5fkBRuA7k9Q,4,4.657606062,-8.643477237,Giada,"['Italian', 'Restaurants']",3.5,1961
eR7Iw_X54m3YLWkXp9y35Q,7,1.424086436,-16.80059366,Tonkatsu Kiyoshi,"['Hawaiian', 'Restaurants', 'Japanese', 'Specialty Food', 'Food', 'Ethnic Food']",4.5,393
Wbi-x-1Nbn6LFCMOSN6F5Q,5,-16.57074822,-2.901703726,Cafe Rio,"['Restaurants', 'Mexican']",2.5,163
F0lI9okn4pzmN_iq5UqF7w,2,15.17549747,-14.43337451,Pieology Pizzeria,"['Pizza', 'Gluten-Free', 'Restaurants']",4,256
nI-ZmgPjAtiNTTU-_gnoYQ,4,6.175317533,-6.91365552,Trattoria Reggiano,"['Italian', 'Restaurants']",4,197
mmbXj7CmjGbH-wR3j6cD0w,9,10.84950414,-5.993598215,Sweet Tomatoes,"['Vegetarian', 'Salad', 'Soup', 'Restaurants', 'Buffets']",3.5,234
fTtkz2RhWNAp6jKiIzXf_A,14,8.351144823,-2.1453812,Capriotti's Sandwich Shop,"['Restaurants', 'Vegetarian', 'Sandwiches']",4,281
B7qQmqD9H2UoOpShmHTfZw,9,-8.335014609,-3.577296248,Soulfish Poke,"['Poke', 'Food', 'Japanese', 'Specialty Food', 'Restaurants', 'Hawaiian']",3.5,157
XdOxflXrlWRdL9IWzXC54Q,4,3.901948639,-11.85144997,Olive Garden Italian Restaurant,"['Wine Bars', 'Nightlife', 'Restaurants', 'Bars', 'Italian', 'Salad']",3.5,146
GU0zNpgisY-pV3U2Sfdp6A,1,14.66711931,-10.72932411,Boulevard Bar & Grille,"['Nightlife', 'American (Traditional)', 'Restaurants', 'Sports Bars', 'Bars']",4,120
dGuVYsA5DMCm_TjSbX6x7g,2,14.71363206,-8.676745483,Windy City Beefs N Pizza,"['Hot Dogs', 'Pizza', 'Restaurants']",4,342
om9EXJjK3UbBFhWWhCNr3g,9,-1.277721084,8.596912214,Fulton Street Food Hall,"['Hotels & Travel', 'Cafes', 'Restaurants', 'Delis', 'Casinos', 'Japanese', 'Resorts', 'Arts & Entertainment']",3.5,104
g62SlImzhs6_1t-knPjd8w,3,1.014331883,11.56946575,Red Square Restaurant & Vodka Lounge,"['American (New)', 'Cocktail Bars', 'Restaurants', 'Arts & Entertainment', 'Lounges', 'Bars', 'Russian', 'Nightlife', 'American (Traditional)', 'Steakhouses', 'Casinos']",4,526
YTCCJ3ShO-zg0dlx1nk6dw,8,-17.88482615,6.42088643,Morimoto,"['Japanese', 'Bars', 'Nightlife', 'American (New)', 'Restaurants', 'Sushi Bars']",4,111
Mh84_j7YmRrAcm0DWV4bUw,2,8.948872925,-7.009072049,Cugino's Italian Deli & Pizza,"['Italian', 'Pizza', 'Restaurants', 'Delis']",4.5,493
zpoZ6WyQUYff18-z4ZU1mA,14,8.292961097,-1.693667806,The Goodwich,"['Restaurants', 'Street Vendors', 'Sandwiches', 'Food', 'Breakfast & Brunch']",4.5,415
_0x7W6fizaPP76xNBxBLAQ,9,2.887573471,19.07193054,Stephano's Greek & Mediterranean Grill,"['Restaurants', 'Greek', 'Mediterranean', 'Middle Eastern', 'Lebanese']",4,118
CQk3WJtULz_xOkUM6o7wpQ,19,-0.294279926,0.812500068,Babystacks Cafe,"['Breakfast & Brunch', 'Hawaiian', 'American (Traditional)', 'Restaurants']",4,508
wYrkCpUlxhb89nnNGUX4AA,7,-14.92288125,8.176676738,Kushiyaki Inyo,"['Asian Fusion', 'Thai', 'Restaurants', 'Chinese', 'Japanese', 'Tapas/Small Plates', 'Korean']",4.5,321
8pmGz3Lg4f_r7HdDZPa4dQ,2,18.21340593,-10.90840384,Payless Pizza #2 and Ribs,"['American (New)', 'Restaurants', 'Pizza', 'American (Traditional)', 'Salad', 'Food', 'Barbeque', 'Italian']",4.5,323
xvfAxe6F0azYjfLSm8ISMA,4,6.014484547,-10.54809329,Don Vito's Italian,"['Italian', 'Restaurants']",3.5,121
p45zoSxaX9FC6JBoyw6DKg,1,-9.221877647,6.045813577,Steiner's Nevada Style Pub,"['Pubs', 'Nightlife', 'Restaurants', 'Bars', 'American (Traditional)']",3.5,103
Vg1C_1eqwIwkZLIXGMTW3g,1,-10.22590591,8.516843478,Crown & Anchor British Pub,"['Restaurants', 'Pubs', 'Sports Bars', 'British', 'Nightlife', 'Bars']",3.5,345
HFEkIohUqGIudgqbHiK1uA,19,-1.41915016,2.569120176,The Cracked Egg,"['Restaurants', 'Breakfast & Brunch']",3.5,225
dYMhfzyZyklXELmYq_wfKg,6,8.001211561,-17.22801056,Flavors The Buffet,"['Buffets', 'Restaurants']",3,501
WI1xBMN_rEaVPOL9Ad2gpQ,3,5.923820746,11.39268332,Tom Colicchio's Heritage Steak,"['Steakhouses', 'Restaurants', 'Nightlife', 'Food', 'Beer', 'Wine & Spirits', 'American (Traditional)', 'Wine Bars', 'Diners', 'Bars']",3.5,318
ABJjxuO6oh5D9R48-eAUdQ,6,7.256527586,-17.06040096,MORE The Buffet at Luxor,"['Arts & Entertainment', 'Buffets', 'Restaurants', 'American (Traditional)', 'Casinos']",2.5,570
3Gt3xskppi9jZuTrwrhLNg,3,3.589996857,12.20066088,Stack Restaurant & Bar,"['Seafood', 'Restaurants', 'American (New)', 'Steakhouses']",4,687
9c3LlXubVkbMwIrS8dIp0Q,12,14.32658231,10.79970879,Ribs & Burgers,"['American (Traditional)', 'Salad', 'Barbeque', 'Food', 'Gastropubs', 'Restaurants', 'Burgers']",3.5,258
MiUrif_vYOuITF4ALf7WHA,9,-1.258452062,0.23893663,Planet Hollywood,"['American (New)', 'Arts & Entertainment', 'Resorts', 'Hotels & Travel', 'Casinos', 'Restaurants', 'American (Traditional)']",2.5,238
JbopSXzZIy7id23GJsO9pA,15,-1.925485065,-7.113188149,Jollibee,"['Fast Food', 'Restaurants', 'Filipino']",2.5,131
HaPwC4nxs6RPfe1pAQkQ4A,4,5.925193272,-10.32534549,Mastrioni's,"['Italian', 'Seafood', 'Restaurants']",4,246
wWDQDPuuwQ5kFeT2a72b6Q,4,5.175672182,-11.35689607,Romano's Macaroni Grill,"['Italian', 'Restaurants']",2.5,158
PgJgpW4TKQ8IoALH2Yq-zA,6,7.680137148,-17.22886591,Bayside Buffet at Mandalay Bay,"['American (Traditional)', 'Buffets', 'Restaurants', 'Arts & Entertainment', 'Casinos']",3,890
lZZLmG1ANLq2Yb3KuVA4NA,6,7.126051625,-16.52716202,Circus Buffet,"['American (New)', 'Arts & Entertainment', 'Casinos', 'Restaurants', 'Buffets']",2,281
JTFFtWy_chbsHTs95yD_2Q,19,3.346375168,3.997810965,Cafe Bellagio,"['Sandwiches', 'Restaurants', 'Burgers', 'Cafes', 'American (New)', 'American (Traditional)']",3,710
gOOc6MDdhw7fV0Tf30mfAQ,19,3.196167335,1.094007168,Gritz Cafe,"['Breakfast & Brunch', 'Soul Food', 'Southern', 'Restaurants']",4.5,241
qTTBJ83d-nWSnQpXyd44gA,9,0.969267156,19.15520129,Maza Mediterranean & Turkish Grill,"['Restaurants', 'Greek', 'Turkish', 'Bars', 'Mediterranean', 'Food', 'Middle Eastern', 'Beer', 'Wine & Spirits', 'Nightlife', 'Lounges', 'Halal']",4,288
rcaPajgKOJC2vo_l3xa42A,19,-3.602787554,4.54035578,Bouchon at the Venezia Tower,"['Bakeries', 'Restaurants', 'French', 'Food', 'Event Planning & Services', 'Venues & Event Spaces', 'Breakfast & Brunch', 'Cafes']",4,3292
IyrDnrvUKpndj5zIv1KvGQ,5,-15.21957797,-8.75440203,Do棲a Maria Tamales Restaurant,"['Mexican', 'Restaurants']",3.5,188
0d0i0FaJq1GIeW1rS2D-5w,9,3.519699277,0.541435812,Bruxie,"['Breakfast & Brunch', 'Food', 'Sandwiches', 'Restaurants', 'Waffles', 'Desserts']",4.5,440
Apkr-qykgpUI5ltIw7B-7Q,1,11.58251015,2.59377235,Stake Out Bar & Grill,"['Nightlife', 'Bars', 'American (New)', 'Restaurants', 'Sports Bars', 'Pubs']",4,100
foQZ6guS0l49trURKh7vlA,1,16.93179017,0.552431815,Double Barrel Roadhouse,"['American (Traditional)', 'Bars', 'Nightlife', 'Cocktail Bars', 'Restaurants']",3.5,418
0qSKZhVC_BHPuKro4QGWJw,3,5.276837571,13.17577123,Hank's Fine Steaks,"['Steakhouses', 'Restaurants']",4,298
uW6UHfONAmm8QttPkbMewQ,7,-5.477157585,-7.190828708,Island Flavor,"['Restaurants', 'Hawaiian', 'Event Planning & Services', 'Caterers']",4.5,955
bSY97kgQpJ5BrpgW40V1qg,3,6.559826301,13.08558053,THE Steak House,"['Restaurants', 'Steakhouses']",4,471
74C1z6cqEdvJVgETTcEodw,4,3.201444226,-7.810941511,Portofino by Chef Michael LaPlaca,"['Restaurants', 'Nightlife', 'Italian', 'Wine Bars', 'Lounges', 'Bars']",4,227
slx9qstc2U2Tc4s7dzbbBg,16,-2.453606278,-18.12906617,Basil 'n Lime,"['Restaurants', 'Thai']",3.5,157
YRyYbOSwvHkZsZOLv98oQg,3,4.086674711,17.75676434,Estiatorio Milos,"['Greek', 'Restaurants', 'Seafood']",4,808
D8a2usm9b-j89W9IrJ_Evw,16,-0.8661473,-17.89297412,Satay Thai Bistro & Bar,"['Restaurants', 'Thai', 'Chinese', 'Malaysian']",4,468
igU-mCXzyn-gmwSzJgeMEQ,2,14.98015781,-14.82321548,The Pizza Kitchen,"['Pizza', 'Restaurants', 'Italian']",4.5,156
SFaCcwpIKjrpnT1IjzEDdg,9,2.370443698,20.42997857,Jerusalem Grill & Bar,"['Tapas Bars', 'Kosher', 'Mediterranean', 'Restaurants']",4,170
jfmyj519pg2flxGEQ2xdPg,7,-9.079424687,-13.88130796,Joyful House Chinese Cuisine,"['Seafood', 'Restaurants', 'Chinese', 'Cantonese']",3.5,393
DyVteo8Blf5gEfC9QbJE9A,1,12.33212771,-1.934810348,Arizona Charlie's Decatur,"['Event Planning & Services', 'Casinos', 'Arts & Entertainment', 'Hotels', 'Restaurants', 'Hotels & Travel']",3,127
1CP8aJa8ILlfM5deroar0Q,1,15.33035251,4.093093537,Wingstop,"['Restaurants', 'Chicken Wings', 'American (New)']",3.5,100
KRaxPApQv43oX6Dcv3jKQA,9,0.322227175,-1.58093717,Beach Caf姓,"['American (Traditional)', 'Restaurants']",3,198
iBPyahdJRP5y0t25fF2W9w,9,-11.64770189,-6.851393936,Lip Smacking Foodie Tours,"['Food', 'Tours', 'Walking Tours', 'Hotels', 'Food Tours', 'Event Planning & Services', 'Hotels & Travel', 'Restaurants']",5,130
vbVJzKDhHlhMnKRpES5QzQ,7,-7.295782029,-12.45883616,Chengdu Taste,"['Chinese', 'Szechuan', 'Restaurants']",4,121
zcScEL0WEdFkROcnz5379g,3,-2.330226419,14.71495158,The Boiling Crab,"['Seafood', 'Cajun/Creole', 'Restaurants']",4,740
hqtZ2NmUlrNtHp7xW2BWoA,18,3.421701437,0.53706317,Waffles Cafe,"['Breakfast & Brunch', 'Cafes', 'Restaurants']",4,185
BjH8Xepc10i6OhCDQdX6og,3,2.117424782,11.15883082,Emeril's New Orleans Fish House,"['Restaurants', 'Seafood', 'American (New)']",3.5,827
Vs7gc9EE3k9wARuUcN9piA,16,-0.739441346,-17.70624114,Pan Asian,"['Japanese', 'Thai', 'Restaurants', 'Chinese']",4.5,546
AoGCnRtwifZ2gTGHtg8KTw,8,-21.53806194,3.403420918,Tokyo Sushi House,"['Japanese', 'Restaurants', 'Sushi Bars']",3,275
2SbyRgHWuWNlq18eHAx95Q,8,-18.14641035,4.219560731,The Midori Japanese Fusion Sushi,"['Japanese', 'Sushi Bars', 'Restaurants']",4.5,130
QKw32mA440qR7iNQ_vQnyQ,9,-4.194739593,0.058767668,Pei Wei Asian Diner,"['Korean', 'Asian Fusion', 'Restaurants', 'Thai']",2.5,204
7P3Z4HTUM8M8Y9Yw3cc7Pg,9,-2.224142392,6.684484735,Tipsy Coffee House,"['Desserts', 'Food', 'Bakeries', 'Cafes', 'Restaurants', 'Coffee & Tea']",4,115
wpnLPAnkMEb1NpC3xiD_qg,7,-5.430661077,-7.344318869,Aloha Specialties,"['Hawaiian', 'Japanese', 'Asian Fusion', 'Filipino', 'Restaurants']",4,530
Gh1BoQNMGkh91pSHqvDRAA,16,-2.815017602,-16.91799559,Thai Style Noodle House 2,"['Chinese', 'Vegan', 'Noodles', 'Thai', 'Restaurants']",4,310
5cBF1x9873GVQ6FIw_Fnjg,14,7.291410969,-0.690906777,Kneaders Bakery & Cafe,"['Food', 'Breakfast & Brunch', 'Bakeries', 'Restaurants', 'Sandwiches']",3,115
gx2yPrOJSwF1ApJYdGBWIw,7,-11.65360982,0.027395971,JINYA Ramen Bar,"['Japanese', 'Restaurants', 'Ramen', 'Soup']",4,811
Bhj4G0ArZqRvz9DprbNX3A,9,1.95864662,17.87836461,Layla Grill & Hookah,"['Ethnic Food', 'Lounges', 'Nightlife', 'Restaurants', 'Specialty Food', 'Food', 'Mediterranean', 'Bars', 'Hookah Bars']",4.5,235
uwBJlA27pNywYTlPBiSqVw,9,11.28990006,0.527758976,Overlook Grill,"['Breakfast & Brunch', 'Seafood', 'American (Traditional)', 'Restaurants']",3.5,111
AXyptrkdFAkZ608lOFIJYA,11,-3.772700806,-10.33798502,Jun's Korean,"['Korean', 'Restaurants']",4,132
4Hx-brYb86k4C1VSKPvj7g,9,1.873321286,19.91136547,Crazy Pita Rotisserie & Grill,"['Mediterranean', 'Sandwiches', 'Nightlife', 'Bars', 'Restaurants']",4,156
iHepzMP8-9_AXPS-u7tolg,16,-1.51332935,-16.45228329,Amazing Thai Restaurant,"['Restaurants', 'Thai']",4,127
X075p7boJU1j1JNHUj5UQQ,9,-8.175483908,12.69878786,Claim Jumper,"['Food', 'Restaurants', 'Burgers', 'American (Traditional)', 'Sandwiches']",3.5,137
stK7zVTmMar1ThpzT0Wjvg,8,-18.70781723,5.780654953,Tokyo Boys,"['Japanese', 'Seafood', 'Restaurants', 'Sushi Bars']",4,282
gBy6UXTpoSHhW6qd15XU0g,1,-5.430628865,4.406777369,Lakes Lounge,"['American (Traditional)', 'Restaurants']",4,136
Se-co1eXBho5A4YwMfKMIQ,19,-0.115117372,0.81801098,Griddlecakes,"['Restaurants', 'Salad', 'Sandwiches', 'Breakfast & Brunch']",4,131
u_8cVZyxh0J468zEZUjNDQ,2,17.35081788,-14.39350817,Pin-Up Pizza,"['Pizza', 'Restaurants']",4,349
UFthIIorkchiGj_5ThZ1Uw,1,-8.848591274,10.84343057,Rainforest Cafe,"['Restaurants', 'American (Traditional)', 'Party & Event Planning', 'Event Planning & Services']",2.5,112
2pV-BNJvTL3f3EiMZlv6_w,8,-16.20156448,2.775795423,Geisha House Steak & Sushi,"['Steakhouses', 'Japanese', 'Restaurants', 'Sushi Bars']",3.5,208
lKq4Qsz13FDcAVgp49uukQ,2,16.79634657,-14.38705339,Slice of Vegas,"['Vegan', 'Nightlife', 'Restaurants', 'Food', 'Italian', 'Bars', 'Beer', 'Wine & Spirits', 'Pizza']",3.5,430
4X0KWUPcD2EkHN83aa4cXg,1,-9.355629336,5.62386804,Blondies Sports Bar & Grill,"['American (Traditional)', 'Nightlife', 'Bars', 'Restaurants', 'Sports Bars']",2.5,433
Ta4GRuHyZvU5H_l5IAG1PQ,15,-1.943915534,-7.240348107,Nanay Gloria's,"['Filipino', 'Restaurants']",3.5,128
XBEx2FI2GKmsjs7eWNr7Lw,9,-8.145274867,-5.372197414,Juice 'N' Go,"['Restaurants', 'Brazilian', 'Food', 'Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt']",4.5,228
